# IR, RED, Calculated Heart Rate, Calculated Respiration Rate, Calculated SPO2
226355.00,216698.00,54.55,7.21,99.62
226336.00,216831.00,54.55,7.21,99.62
226357.00,216693.00,54.55,7.21,99.62
226440.00,216869.00,54.55,7.21,99.62
226515.00,216678.00,54.55,7.21,99.62
226511.00,216872.00,54.55,7.21,99.62
226517.00,216770.00,54.55,7.21,99.62
226632.00,216824.00,54.55,7.21,99.62
226696.00,216760.00,54.55,7.21,99.62
226716.00,216859.00,54.55,7.21,99.62
226794.00,216902.00,54.55,7.21,99.62
226958.00,216874.00,54.55,7.21,99.62
226893.00,217054.00,54.55,7.21,99.62
226950.00,216897.00,56.60,7.21,99.62
227025.00,216988.00,56.60,7.21,99.62
227018.00,217020.00,56.60,7.21,99.62
227217.00,216991.00,56.60,7.21,99.62
227194.00,217164.00,56.60,7.21,99.62
227262.00,217090.00,56.60,7.21,99.62
227436.00,217046.00,56.60,7.21,99.62
227355.00,217220.00,56.60,7.21,99.62
227477.00,217141.00,56.60,7.21,99.62
227640.00,217124.00,56.60,7.21,99.62
227566.00,217306.00,56.60,7.21,99.62
227690.00,217228.00,56.60,7.21,99.62
227866.00,217204.00,56.60,7.21,99.62
227775.00,217378.00,56.60,7.21,99.62
227883.00,217325.00,56.60,7.21,99.62
228028.00,217286.00,56.60,7.21,99.62
228035.00,217422.00,56.60,7.21,99.62
228068.00,217357.00,56.60,7.21,99.62
228148.00,217410.00,56.60,7.21,99.62
228259.00,217444.00,56.60,7.21,99.62
228228.00,217430.00,56.60,7.21,99.62
228387.00,217453.00,56.60,7.21,99.62
228431.00,217531.00,56.60,7.21,99.74
228292.00,217474.00,56.60,7.21,99.74
228170.00,217448.00,56.60,7.21,99.74
227853.00,217367.00,56.60,7.21,99.74
227523.00,217186.00,56.60,7.21,99.74
227198.00,217031.00,56.60,7.21,99.74
226976.00,217036.00,56.60,7.21,99.74
226752.00,216941.00,56.60,7.21,99.74
226527.00,216810.00,56.60,7.21,99.74
226382.00,216884.00,56.60,7.21,99.74
226131.00,216735.00,56.60,7.21,99.74
226028.00,216670.00,56.60,7.21,99.74
225927.00,216705.00,56.60,7.21,99.74
225900.00,216614.00,56.60,7.21,99.74
225930.00,216710.00,56.60,7.21,99.74
225967.00,216650.00,56.60,7.21,99.74
226021.00,216732.00,56.60,7.21,99.74
226025.00,216697.00,56.60,7.21,99.74
226035.00,216771.00,56.60,7.21,99.74
226001.00,216718.00,56.60,7.21,99.74
226022.00,216780.00,56.60,7.21,99.74
226088.00,216729.00,56.60,7.21,99.74
226136.00,216798.00,56.60,7.21,99.74
226154.00,216746.00,56.60,7.21,99.74
226222.00,216812.00,56.60,7.21,99.74
226230.00,216898.00,56.60,7.21,99.74
226428.00,216844.00,56.60,7.21,99.74
226389.00,217019.00,56.60,7.21,99.74
226462.00,216907.00,56.60,7.21,99.74
226514.00,217001.00,56.60,7.21,99.74
226607.00,216881.00,56.60,7.21,99.74
226631.00,216982.00,57.69,7.21,99.74
226712.00,217030.00,57.69,7.21,99.74
226740.00,217003.00,57.69,7.21,99.74
226829.00,217076.00,57.69,7.21,99.74
226839.00,217050.00,57.69,7.21,99.74
227014.00,217101.00,57.69,7.21,99.74
226943.00,217164.00,57.69,7.21,99.74
227087.00,217151.00,57.69,7.21,99.74
227226.00,217141.00,57.69,7.21,99.74
227261.00,217278.00,57.69,7.21,99.74
227265.00,217219.00,57.69,7.21,99.74
227383.00,217249.00,57.69,7.21,99.74
227464.00,217332.00,57.69,7.21,99.74
227510.00,217237.00,57.69,7.21,99.74
227652.00,217285.00,57.69,7.21,99.74
227627.00,217448.00,57.69,7.21,99.74
227717.00,217351.00,57.69,7.21,99.74
227848.00,217367.00,57.69,7.21,99.74
227904.00,217489.00,57.69,7.21,99.74
227903.00,217401.00,57.69,7.21,99.74
228038.00,217471.00,57.69,7.21,99.74
228098.00,217525.00,57.69,7.21,99.74
228139.00,217488.00,57.69,7.21,99.61
228029.00,217430.00,57.69,7.21,99.61
227833.00,217439.00,57.69,7.21,99.61
227504.00,217294.00,57.69,7.21,99.61
227123.00,217130.00,57.69,7.21,99.61
226844.00,217088.00,57.69,7.21,99.61
226585.00,216973.00,57.69,7.21,99.61
226373.00,216850.00,57.69,7.21,99.61
226128.00,216838.00,57.69,7.21,99.61
225945.00,216832.00,57.69,7.21,99.61
225807.00,216685.00,57.69,7.21,99.61
225606.00,216677.00,57.69,7.21,99.61
225531.00,216687.00,57.69,7.21,99.61
225513.00,216631.00,57.69,7.21,99.61
225545.00,216724.00,57.69,7.21,99.61
225595.00,216664.00,57.69,7.21,99.61
225607.00,216806.00,57.69,7.21,99.61
225618.00,216705.00,57.69,7.21,99.61
225620.00,216885.00,57.69,7.21,99.61
225627.00,216683.00,57.69,7.21,99.61
225656.00,216892.00,57.69,7.21,99.61
225830.00,216710.00,57.69,7.21,99.61
225779.00,216885.00,57.69,7.21,99.61
225820.00,216763.00,57.69,7.21,99.61
225811.00,216853.00,57.69,7.21,99.61
225971.00,216770.00,57.69,7.21,99.61
226010.00,216876.00,57.69,7.21,99.61
226072.00,216872.00,57.69,7.21,99.61
226138.00,216903.00,57.69,7.21,99.61
226211.00,216963.00,57.69,7.21,99.61
226258.00,216899.00,60.00,7.21,99.61
226351.00,217028.00,60.00,7.21,99.61
226387.00,216982.00,60.00,7.21,99.61
226436.00,216993.00,60.00,7.21,99.61
226538.00,217171.00,60.00,7.21,99.61
226624.00,216959.00,60.00,7.21,99.61
226621.00,217080.00,60.00,7.21,99.61
226732.00,217222.00,60.00,7.21,99.61
226825.00,217093.00,60.00,7.21,99.61
226824.00,217143.00,60.00,7.21,99.61
226948.00,217326.00,60.00,7.21,99.61
227051.00,217112.00,60.00,7.21,99.61
227049.00,217221.00,60.00,7.21,99.61
227171.00,217336.00,60.00,7.21,99.61
227264.00,217170.00,60.00,7.21,99.61
227321.00,217290.00,60.00,7.21,99.61
227370.00,217453.00,60.00,7.21,99.61
227465.00,217342.00,60.00,7.21,99.61
227653.00,217341.00,60.00,7.21,99.62
227579.00,217541.00,60.00,7.21,99.62
227614.00,217459.00,60.00,7.21,99.62
227604.00,217377.00,60.00,7.21,99.62
227188.00,217451.00,60.00,7.21,99.62
226878.00,217236.00,60.00,7.21,99.62
226638.00,217099.00,60.00,7.21,99.62
226231.00,217104.00,60.00,7.21,99.62
225956.00,216912.00,60.00,7.21,99.62
225789.00,216857.00,60.00,7.21,99.62
225581.00,216829.00,60.00,7.21,99.62
225360.00,216692.00,60.00,7.21,99.62
225282.00,216684.00,60.00,7.21,99.62
225181.00,216714.00,60.00,7.21,99.62
225214.00,216584.00,60.00,7.21,99.62
225204.00,216702.00,60.00,7.21,99.62
225317.00,216650.00,60.00,7.21,99.62
225314.00,216773.00,60.00,7.21,99.62
225339.00,216695.00,60.00,7.21,99.62
225324.00,216762.00,60.00,7.21,99.62
225400.00,216709.00,60.00,7.21,99.62
225359.00,216810.00,60.00,7.21,99.62
225385.00,216695.00,60.00,7.21,99.62
225394.00,216771.00,60.00,7.21,99.62
225511.00,216750.00,60.00,7.21,99.62
225542.00,216821.00,60.00,7.21,99.62
225627.00,216813.00,60.00,7.21,99.62
225659.00,216813.00,60.00,7.21,99.62
225749.00,217006.00,60.00,7.21,99.62
225880.00,216826.00,60.00,7.21,99.62
225888.00,217009.00,60.00,7.21,99.62
225981.00,216867.00,60.00,7.21,99.62
226012.00,216972.00,63.83,7.21,99.62
226083.00,217030.00,63.83,7.21,99.62
226192.00,217003.00,63.83,7.21,99.62
226195.00,217110.00,63.83,7.21,99.62
226272.00,217051.00,63.83,7.21,99.62
226416.00,217087.00,63.83,7.21,99.62
226379.00,217184.00,63.83,7.21,99.62
226501.00,217147.00,63.83,15.38,99.62
226677.00,217091.00,63.83,15.38,99.62
226581.00,217280.00,63.83,15.38,99.62
226727.00,217208.00,63.83,15.38,99.62
226876.00,217182.00,63.83,15.38,99.62
226857.00,217343.00,63.83,15.38,99.62
226914.00,217279.00,63.83,15.38,99.62
227084.00,217306.00,63.83,15.38,99.62
227124.00,217429.00,63.83,15.38,99.62
227120.00,217349.00,63.83,15.38,99.62
227234.00,217424.00,63.83,15.38,99.49
227175.00,217454.00,63.83,15.38,99.49
226892.00,217338.00,63.83,15.38,99.49
226629.00,217242.00,63.83,15.38,99.49
226246.00,217151.00,63.83,15.38,99.49
225905.00,216977.00,63.83,15.38,99.49
225515.00,216840.00,63.83,15.38,99.49
225298.00,216803.00,63.83,15.38,99.49
225119.00,216730.00,63.83,15.38,99.49
224873.00,216603.00,63.83,15.38,99.49
224688.00,216591.00,63.83,15.38,99.49
224580.00,216537.00,63.83,15.38,99.49
224580.00,216401.00,63.83,15.38,99.49
224499.00,216629.00,63.83,15.38,99.49
224643.00,216412.00,63.83,15.38,99.49
224635.00,216661.00,63.83,15.38,99.49
224732.00,216480.00,63.83,15.38,99.49
224681.00,216714.00,63.83,15.38,99.49
224756.00,216548.00,63.83,15.38,99.49
224712.00,216741.00,63.83,15.38,99.49
224782.00,216541.00,63.83,15.38,99.49
224790.00,216747.00,63.83,15.38,99.49
224806.00,216619.00,63.83,15.38,99.49
224805.00,216731.00,63.83,15.38,99.49
224988.00,216649.00,63.83,15.38,99.49
225005.00,216758.00,63.83,15.38,99.49
225107.00,216723.00,63.83,15.38,99.49
225120.00,216784.00,63.83,15.38,99.49
225235.00,216955.00,63.83,15.38,99.49
225309.00,216784.00,63.83,15.38,99.49
225361.00,216919.00,58.82,15.38,99.49
225456.00,216837.00,58.82,15.38,99.49
225624.00,216864.00,58.82,15.38,99.49
225594.00,217060.00,58.82,15.38,99.49
225647.00,216935.00,58.82,15.38,99.49
225747.00,216974.00,58.82,15.38,99.49
225817.00,217008.00,58.82,15.38,99.49
225916.00,216948.00,58.82,15.38,99.49
225975.00,217064.00,58.82,15.38,99.49
226061.00,217109.00,58.82,15.38,99.49
226099.00,217052.00,58.82,15.38,99.49
226206.00,217151.00,58.82,15.38,99.49
226293.00,217167.00,58.82,15.38,99.49
226398.00,217146.00,58.82,15.38,99.49
226401.00,217204.00,58.82,15.38,99.49
226527.00,217345.00,58.82,15.38,99.49
226618.00,217178.00,58.82,15.38,99.49
226684.00,217272.00,58.82,15.38,99.49
226744.00,217425.00,58.82,15.38,99.49
226860.00,217311.00,58.82,15.38,99.49
226989.00,217342.00,58.82,15.38,99.91
226878.00,217493.00,58.82,15.38,99.91
226708.00,217318.00,58.82,15.38,99.91
226506.00,217260.00,58.82,15.38,99.91
225943.00,217284.00,58.82,15.38,99.91
225617.00,217041.00,58.82,15.38,99.91
225406.00,216860.00,58.82,15.38,99.91
224954.00,216907.00,58.82,15.38,99.91
224731.00,216702.00,58.82,15.38,99.91
224479.00,216610.00,58.82,15.38,99.91
224304.00,216654.00,58.82,15.38,99.91
224119.00,216454.00,58.82,15.38,99.91
223945.00,216436.00,58.82,15.38,99.91
223895.00,216560.00,58.82,15.38,99.91
223957.00,216416.00,58.82,15.38,99.91
224022.00,216576.00,58.82,15.38,99.91
224083.00,216499.00,58.82,15.38,99.91
224118.00,216656.00,58.82,15.38,99.91
224153.00,216485.00,58.82,15.38,99.91
224181.00,216699.00,58.82,15.38,99.91
224185.00,216472.00,58.82,15.38,99.91
224218.00,216731.00,58.82,15.38,99.91
224333.00,216572.00,58.82,15.38,99.91
224412.00,216726.00,58.82,15.38,99.91
224474.00,216627.00,58.82,15.38,99.91
224512.00,216726.00,58.82,15.38,99.91
224631.00,216653.00,58.82,15.38,99.91
224697.00,216732.00,58.82,15.38,99.91
224789.00,216706.00,58.82,15.38,99.91
224805.00,216751.00,58.82,15.38,99.91
224935.00,216881.00,58.82,15.38,99.91
224977.00,216773.00,58.82,15.38,99.91
225074.00,216868.00,58.82,15.38,99.91
225131.00,216849.00,58.82,15.38,99.91
225334.00,216872.00,58.82,15.38,99.91
225293.00,217036.00,58.82,15.38,99.91
225406.00,216835.00,58.82,15.38,99.91
225411.00,216949.00,58.82,15.38,99.91
225566.00,217085.00,58.82,15.38,99.91
225619.00,216948.00,58.82,15.38,99.91
225681.00,217056.00,58.82,15.38,99.91
225783.00,217139.00,58.82,15.38,99.91
225818.00,217050.00,58.82,15.38,99.91
225937.00,217149.00,58.82,15.38,99.91
226045.00,217143.00,58.82,15.38,99.91
226066.00,217148.00,58.82,15.38,99.91
226174.00,217231.00,58.82,15.38,99.91
226267.00,217242.00,58.82,15.38,99.91
226304.00,217226.00,58.82,15.38,99.91
226405.00,217322.00,58.82,15.38,99.91
226505.00,217331.00,58.82,15.38,99.91
226574.00,217300.00,58.82,15.38,99.91
226649.00,217400.00,58.82,15.38,99.91
226660.00,217436.00,58.82,15.38,99.82
226484.00,217320.00,58.82,15.38,99.82
226190.00,217335.00,58.82,15.38,99.82
225749.00,217165.00,58.82,15.38,99.82
225430.00,217003.00,58.82,15.38,99.82
225116.00,216952.00,58.82,15.38,99.82
224823.00,216821.00,58.82,15.38,99.82
224615.00,216721.00,58.82,15.38,99.82
224357.00,216751.00,58.82,15.38,99.82
224146.00,216612.00,58.82,15.38,99.82
224024.00,216558.00,58.82,15.38,99.82
223858.00,216601.00,58.82,15.38,99.82
223835.00,216418.00,58.82,15.38,99.82
223850.00,216496.00,58.82,15.38,99.82
223942.00,216456.00,58.82,15.38,99.82
224020.00,216557.00,58.82,15.38,99.82
224066.00,216478.00,58.82,15.38,99.82
224086.00,216593.00,58.82,15.38,99.82
224119.00,216504.00,58.82,15.38,99.82
224132.00,216604.00,58.82,15.38,99.82
224186.00,216542.00,58.82,15.38,99.82
224242.00,216639.00,58.82,15.38,99.82
224287.00,216590.00,58.82,15.38,99.82
224354.00,216682.00,58.82,15.38,99.82
224362.00,216789.00,58.82,15.38,99.82
224623.00,216645.00,58.82,15.38,99.82
224595.00,216890.00,58.82,15.38,99.82
224657.00,216763.00,58.82,15.38,99.82
224666.00,216856.00,58.82,15.38,99.82
224812.00,216823.00,56.60,15.38,99.82
224850.00,216862.00,56.60,15.38,99.82
224939.00,217033.00,56.60,15.38,99.82
224978.00,216884.00,56.60,15.38,99.82
225087.00,216948.00,56.60,15.38,99.82
225181.00,216948.00,56.60,15.38,99.82
225193.00,216908.00,56.60,15.38,99.82
225324.00,217031.00,56.60,15.38,99.82
225444.00,217065.00,56.60,15.38,99.82
225485.00,217012.00,56.60,15.38,99.82
225576.00,217107.00,56.60,15.38,99.82
225682.00,217136.00,56.60,15.38,99.82
225724.00,217092.00,56.60,15.38,99.82
225835.00,217191.00,56.60,15.38,99.82
225925.00,217202.00,56.60,15.38,99.82
225992.00,217163.00,56.60,15.38,99.82
226053.00,217285.00,56.60,15.38,99.82
226142.00,217309.00,56.60,15.38,99.82
226232.00,217239.00,56.60,15.38,99.82
226291.00,217318.00,56.60,15.38,99.82
226390.00,217371.00,56.60,15.38,99.82
226484.00,217351.00,56.60,15.38,99.82
226531.00,217410.00,56.60,15.38,99.82
226605.00,217502.00,56.60,15.38,99.88
226560.00,217380.00,56.60,15.38,99.88
226304.00,217388.00,56.60,15.38,99.88
225944.00,217434.00,56.60,15.38,99.88
225563.00,217135.00,56.60,15.38,99.88
225324.00,217020.00,56.60,15.38,99.88
224880.00,217064.00,56.60,15.38,99.88
224660.00,216758.00,56.60,15.38,99.88
224386.00,216761.00,56.60,15.38,99.88
224204.00,216749.00,56.60,15.38,99.88
224040.00,216576.00,56.60,15.38,99.88
223858.00,216597.00,56.60,15.38,99.88
223781.00,216608.00,56.60,15.38,99.88
223784.00,216557.00,56.60,15.38,99.88
223856.00,216574.00,56.60,15.38,99.88
223938.00,216605.00,56.60,15.38,99.88
223983.00,216621.00,56.60,15.38,99.88
224018.00,216654.00,56.60,15.38,99.88
224025.00,216653.00,56.60,15.38,99.88
224031.00,216688.00,56.60,15.38,99.88
224100.00,216676.00,56.60,15.38,99.88
224077.00,216686.00,56.60,15.38,99.88
224190.00,216858.00,56.60,15.38,99.88
224323.00,216669.00,56.60,15.38,99.88
224290.00,216877.00,56.60,15.38,99.88
224340.00,216742.00,56.60,15.38,99.88
224459.00,216825.00,56.60,15.38,99.88
224553.00,216743.00,56.60,15.38,99.88
224585.00,216877.00,56.60,15.38,99.88
224618.00,216882.00,56.60,15.38,99.88
224825.00,216872.00,58.82,16.76,99.88
224827.00,217051.00,58.82,16.76,99.88
224915.00,216900.00,58.82,16.76,99.88
224946.00,216990.00,58.82,16.76,99.88
225043.00,217046.00,58.82,16.76,99.88
225102.00,216990.00,58.82,16.76,99.88
225176.00,217084.00,58.82,16.76,99.88
225223.00,217088.00,58.82,16.76,99.88
225364.00,217154.00,58.82,16.76,99.88
225431.00,217212.00,58.82,16.76,99.88
225519.00,217196.00,58.82,16.76,99.88
225705.00,217184.00,58.82,16.76,99.88
225645.00,217337.00,58.82,16.76,99.88
225764.00,217213.00,58.82,16.76,99.88
225953.00,217240.00,58.82,16.76,99.88
225862.00,217434.00,58.82,16.76,99.88
225988.00,217288.00,58.82,16.76,99.88
226200.00,217317.00,58.82,16.76,99.88
226145.00,217498.00,58.82,16.76,99.88
226247.00,217338.00,58.82,16.76,99.88
226261.00,217423.00,58.82,16.76,99.88
226368.00,217537.00,58.82,16.76,99.93
226278.00,217392.00,58.82,16.76,99.93
226017.00,217375.00,58.82,16.76,99.93
225683.00,217323.00,58.82,16.76,99.93
225310.00,217095.00,58.82,16.76,99.93
224867.00,217015.00,58.82,16.76,99.93
224632.00,217054.00,58.82,16.76,99.93
224392.00,216758.00,58.82,16.76,99.93
224114.00,216740.00,58.82,16.76,99.93
223943.00,216727.00,58.82,16.76,99.93
223794.00,216517.00,58.82,16.76,99.93
223600.00,216544.00,58.82,16.76,99.93
223515.00,216697.00,58.82,16.76,99.93
223529.00,216473.00,58.82,16.76,99.93
223617.00,216712.00,58.82,16.76,99.93
223727.00,216538.00,58.82,16.76,99.93
223709.00,216766.00,58.82,16.76,99.93
223735.00,216567.00,58.82,16.76,99.93
223756.00,216768.00,58.82,16.76,99.93
223828.00,216586.00,58.82,16.76,99.93
223843.00,216821.00,58.82,16.76,99.93
224036.00,216604.00,58.82,16.76,99.93
224002.00,216832.00,58.82,16.76,99.93
224027.00,216682.00,58.82,16.76,99.93
224142.00,216775.00,58.82,16.76,99.93
224228.00,216680.00,58.82,16.76,99.93
224282.00,216826.00,58.82,16.76,99.93
224365.00,216805.00,58.82,16.76,99.93
224375.00,216832.00,58.82,16.76,99.93
224518.00,216986.00,58.82,16.76,99.93
224578.00,216878.00,55.56,16.76,99.93
224665.00,216949.00,55.56,16.76,99.93
224673.00,216916.00,55.56,16.76,99.93
224848.00,216960.00,55.56,16.76,99.93
224829.00,217072.00,55.56,16.76,99.93
224959.00,217029.00,55.56,16.76,99.93
225141.00,217008.00,55.56,16.76,99.93
225099.00,217182.00,55.56,16.76,99.93
225204.00,217135.00,55.56,16.76,99.93
225396.00,217104.00,55.56,16.76,99.93
225323.00,217278.00,55.56,16.76,99.93
225477.00,217186.00,55.56,16.76,99.93
225619.00,217180.00,55.56,16.76,99.93
225627.00,217358.00,55.56,16.76,99.93
225693.00,217253.00,55.56,16.76,99.93
225818.00,217315.00,55.56,16.76,99.93
225888.00,217395.00,55.56,16.76,99.93
225909.00,217319.00,55.56,16.76,99.93
226057.00,217392.00,55.56,16.76,99.93
226118.00,217468.00,55.56,16.76,99.93
226113.00,217399.00,55.56,16.76,99.93
226263.00,217437.00,55.56,16.76,99.93
226356.00,217506.00,55.56,16.76,99.93
226373.00,217477.00,55.56,16.76,99.93
226384.00,217487.00,55.56,16.76,99.86
226208.00,217513.00,55.56,16.76,99.86
225791.00,217350.00,55.56,16.76,99.86
225452.00,217220.00,55.56,16.76,99.86
225037.00,217140.00,55.56,16.76,99.86
224688.00,216963.00,55.56,16.76,99.86
224305.00,216799.00,55.56,16.76,99.86
224093.00,216748.00,55.56,16.76,99.86
223852.00,216664.00,55.56,16.76,99.86
223631.00,216539.00,55.56,16.76,99.86
223407.00,216510.00,55.56,16.76,99.86
223254.00,216485.00,55.56,16.76,99.86
223231.00,216367.00,55.56,16.76,99.86
223210.00,216508.00,55.56,16.76,99.86
223334.00,216408.00,55.56,16.76,99.86
223336.00,216589.00,55.56,16.76,99.86
223445.00,216423.00,55.56,16.76,99.86
223408.00,216591.00,55.56,16.76,99.86
223486.00,216464.00,55.56,16.76,99.86
223444.00,216605.00,55.56,16.76,99.86
223547.00,216501.00,55.56,16.76,99.86
223558.00,216636.00,55.56,16.76,99.86
223618.00,216556.00,55.56,16.76,99.86
223727.00,216629.00,55.56,16.76,99.86
223762.00,216589.00,55.56,16.76,99.86
223853.00,216657.00,55.56,16.76,99.86
223860.00,216755.00,55.56,16.76,99.86
224104.00,216654.00,55.56,16.76,99.86
224112.00,216861.00,55.56,16.76,99.86
224179.00,216715.00,55.56,16.76,99.86
224265.00,216816.00,54.55,16.76,99.86
224315.00,216769.00,54.55,16.76,99.86
224528.00,216828.00,54.55,16.76,99.86
224480.00,217003.00,54.55,16.76,99.86
224588.00,216787.00,54.55,16.76,99.86
224595.00,216889.00,54.55,16.76,99.86
224721.00,217065.00,54.55,16.76,99.86
224821.00,216937.00,54.55,16.76,99.86
225022.00,216958.00,54.55,16.76,99.86
224953.00,217151.00,54.55,16.76,99.86
225078.00,217062.00,54.55,16.76,99.86
225291.00,217041.00,54.55,16.76,99.86
225252.00,217238.00,54.55,16.76,99.86
225343.00,217160.00,54.55,16.76,99.86
225551.00,217132.00,54.55,16.76,99.86
225477.00,217341.00,54.55,16.76,99.86
225581.00,217233.00,54.55,16.76,99.86
225774.00,217206.00,54.55,16.76,99.86
225746.00,217386.00,54.55,16.76,99.86
225830.00,217294.00,54.55,16.76,99.86
225959.00,217319.00,54.55,16.76,99.86
225969.00,217448.00,54.55,16.76,99.86
226062.00,217391.00,54.55,16.76,99.86
226231.00,217429.00,54.55,16.76,99.86
226237.00,217524.00,54.55,16.76,99.96
226098.00,217443.00,54.55,16.76,99.96
225918.00,217359.00,54.55,16.76,99.96
225536.00,217286.00,54.55,16.76,99.96
225132.00,217147.00,54.55,16.76,99.96
224699.00,216938.00,54.55,16.76,99.96
224367.00,216868.00,54.55,16.76,99.96
224073.00,216709.00,54.55,16.76,99.96
223803.00,216613.00,54.55,16.76,99.96
223568.00,216600.00,54.55,16.76,99.96
223377.00,216478.00,54.55,16.76,99.96
223153.00,216381.00,54.55,16.76,99.96
222959.00,216414.00,54.55,16.76,99.96
222953.00,216370.00,54.55,16.76,99.96
222984.00,216410.00,54.55,16.76,99.96
223152.00,216374.00,54.55,16.76,99.96
223199.00,216442.00,54.55,16.76,99.96
223255.00,216453.00,54.55,16.76,99.96
223270.00,216499.00,54.55,16.76,99.96
223316.00,216424.00,54.55,16.76,99.96
223312.00,216513.00,54.55,16.76,99.96
223413.00,216382.00,54.55,16.76,99.96
223422.00,216544.00,54.55,16.76,99.96
223461.00,216564.00,54.55,16.76,99.96
223587.00,216543.00,54.55,16.76,99.96
223698.00,216742.00,54.55,16.76,99.96
223795.00,216601.00,54.55,16.76,99.96
223847.00,216721.00,54.55,16.76,99.96
223897.00,216646.00,54.55,16.76,99.96
224015.00,216737.00,54.55,16.76,99.96
224047.00,216745.00,54.55,16.76,99.96
224247.00,216739.00,56.60,16.76,99.96
224237.00,216897.00,56.60,16.76,99.96
224358.00,216761.00,56.60,16.76,99.96
224410.00,216810.00,56.60,16.76,99.96
224505.00,216988.00,56.60,16.76,99.96
224603.00,216869.00,56.60,16.76,99.96
224766.00,216889.00,56.60,16.76,99.96
224762.00,217063.00,56.60,16.76,99.96
224839.00,216968.00,56.60,16.76,99.96
225039.00,216964.00,56.60,16.76,99.96
224985.00,217167.00,56.60,16.76,99.96
225122.00,217070.00,56.60,16.76,99.96
225272.00,217095.00,56.60,16.76,99.96
225259.00,217252.00,56.60,16.76,99.96
225382.00,217209.00,56.60,16.76,99.96
225511.00,217199.00,56.60,16.76,99.96
225557.00,217293.00,56.60,16.76,99.96
225585.00,217243.00,56.60,16.76,99.96
225731.00,217282.00,56.60,16.76,99.96
225800.00,217354.00,56.60,11.54,99.96
225849.00,217281.00,56.60,11.54,99.96
226020.00,217374.00,56.60,11.54,99.96
226059.00,217433.00,56.60,11.54,99.85
225982.00,217391.00,56.60,11.54,99.85
225875.00,217360.00,56.60,11.54,99.85
225513.00,217331.00,56.60,11.54,99.85
225098.00,217120.00,56.60,11.54,99.85
224769.00,217009.00,56.60,11.54,99.85
224377.00,216907.00,56.60,11.54,99.85
223991.00,216707.00,56.60,11.54,99.85
223781.00,216634.00,56.60,11.54,99.85
223613.00,216623.00,56.60,11.54,99.85
223341.00,216465.00,56.60,11.54,99.85
223226.00,216445.00,56.60,11.54,99.85
223111.00,216447.00,56.60,11.54,99.85
223079.00,216298.00,56.60,11.54,99.85
223136.00,216398.00,56.60,11.54,99.85
223228.00,216354.00,56.60,11.54,99.85
223282.00,216469.00,56.60,11.54,99.85
223316.00,216412.00,56.60,11.54,99.85
223306.00,216485.00,56.60,11.54,99.85
223350.00,216466.00,56.60,11.54,99.85
223379.00,216504.00,56.60,11.54,99.85
223436.00,216416.00,56.60,11.54,99.85
223471.00,216525.00,56.60,11.54,99.85
223489.00,216568.00,56.60,11.54,99.85
223743.00,216541.00,56.60,11.54,99.85
223704.00,216723.00,56.60,11.54,99.85
223794.00,216594.00,56.60,11.54,99.85
223823.00,216683.00,56.60,11.54,99.85
223960.00,216632.00,56.60,11.54,99.85
224019.00,216703.00,56.60,11.54,99.85
224127.00,216738.00,56.60,11.54,99.85
224227.00,216698.00,58.82,11.54,99.85
224252.00,216839.00,58.82,11.54,99.85
224368.00,216765.00,58.82,11.54,99.85
224545.00,216810.00,58.82,11.54,99.85
224478.00,216964.00,58.82,11.54,99.85
224588.00,216879.00,58.82,11.54,99.85
224772.00,216857.00,58.82,11.54,99.85
224758.00,217050.00,58.82,11.54,99.85
224816.00,216975.00,58.82,11.54,99.85
224998.00,216985.00,58.82,11.54,99.85
225050.00,217095.00,58.82,11.54,99.85
225069.00,217019.00,58.82,11.54,99.85
225252.00,217085.00,58.82,11.54,99.85
225250.00,217206.00,58.82,11.54,99.85
225359.00,217145.00,58.82,11.54,99.85
225486.00,217167.00,58.82,11.54,99.85
225554.00,217270.00,58.82,11.54,99.85
225564.00,217179.00,58.82,11.54,99.85
225709.00,217206.00,58.82,11.54,99.85
225816.00,217301.00,58.82,11.54,99.85
225848.00,217281.00,58.82,11.54,99.85
225945.00,217270.00,58.82,11.54,99.86
225914.00,217401.00,58.82,11.54,99.86
225655.00,217261.00,58.82,11.54,99.86
225308.00,217161.00,58.82,11.54,99.86
224890.00,217047.00,58.82,11.54,99.86
224481.00,216874.00,58.82,11.54,99.86
224032.00,216688.00,58.82,11.54,99.86
223771.00,216638.00,58.82,11.54,99.86
223542.00,216526.00,58.82,11.54,99.86
223278.00,216380.00,58.82,11.54,99.86
223071.00,216379.00,58.82,11.54,99.86
222908.00,216294.00,58.82,11.54,99.86
222858.00,216137.00,58.82,11.54,99.86
222761.00,216354.00,58.82,11.54,99.86
222890.00,216133.00,58.82,11.54,99.86
222909.00,216432.00,58.82,11.54,99.86
223033.00,216209.00,58.82,11.54,99.86
222986.00,216439.00,58.82,11.54,99.86
223092.00,216232.00,58.82,11.54,99.86
223027.00,216446.00,58.82,11.54,99.86
223115.00,216203.00,58.82,11.54,99.86
223079.00,216456.00,58.82,11.54,99.86
223132.00,216332.00,58.82,11.54,99.86
223153.00,216412.00,58.82,11.54,99.86
223308.00,216373.00,58.82,11.54,99.86
223362.00,216441.00,58.82,11.54,99.86
223432.00,216458.00,58.82,11.54,99.86
223460.00,216446.00,58.82,11.54,99.86
223601.00,216634.00,58.82,11.54,99.86
223731.00,216487.00,58.82,11.54,99.86
